0,5,18,1,0,90,
0,6,18,1,180,0,
0,7,18,1,180,0,
0,8,18,1,180,0,
0,9,18,1,180,0,
0,10,18,1,180,0,
0,11,18,1,180,0,
0,12,18,1,180,0,
0,13,18,1,180,0,
0,14,18,1,180,0,
0,15,18,1,180,0,
0,16,18,1,180,0,
0,17,18,1,180,0,
0,18,18,1,180,0,
0,19,18,1,180,0,
0,20,18,1,180,0,
0,21,18,1,180,0,
0,22,18,1,180,0,
0,23,18,1,180,0,
0,24,18,1,180,0,
0,25,18,1,180,0,
0,26,18,1,180,0,
0,27,18,1,180,0,
0,28,18,1,180,0,
0,29,18,1,180,0,
0,30,18,1,180,0,
0,31,18,1,180,0,
0,32,18,1,180,0,
0,33,18,1,180,0,
0,34,18,1,180,0,
0,35,18,1,180,0,
0,36,18,1,180,0,90
0,37,18,1,180,0,
0,38,18,1,180,0,
0,39,18,1,180,0,
0,40,18,1,180,0,
0,41,18,1,180,0,
0,42,18,1,180,0,
0,43,18,1,180,0,
0,44,18,1,180,0,
0,45,18,1,180,0,
0,46,18,1,180,90,
0,5,19,1,270,90,
0,36,19,1,270,90,
0,46,19,1,270,90,
0,5,20,1,270,90,
0,36,20,1,270,90,
0,46,20,1,270,90,
0,5,21,1,270,90,
0,36,21,1,270,90,
0,46,21,1,270,90,
0,5,22,1,270,90,
0,36,22,1,270,90,
0,46,22,1,270,90,
0,5,23,1,270,90,
0,36,23,1,270,90,
0,46,23,1,270,90,
0,5,24,1,270,90,
0,36,24,1,270,90,
0,46,24,1,270,90,
0,5,25,1,270,90,
0,36,25,1,270,,
0,46,25,1,270,90,
0,5,26,1,270,90,
0,46,26,1,270,90,
0,5,27,1,270,90,
0,46,27,1,270,90,
0,5,28,1,270,90,
0,46,28,1,270,90,
0,5,29,1,270,90,
0,46,29,1,270,90,
0,5,30,1,270,90,
0,46,30,1,270,90,
0,5,31,1,270,90,
0,46,31,1,270,90,
0,5,32,1,270,90,
0,46,32,1,270,90,
0,5,33,1,270,90,
0,46,33,1,270,90,
0,5,34,1,270,90,
0,46,34,1,270,90,
0,5,35,1,270,90,
0,46,35,1,270,90,
0,5,36,1,270,90,
0,46,36,1,270,90,
0,5,37,1,270,90,
0,46,37,1,270,90,
0,5,38,1,270,90,
0,46,38,1,270,90,
0,5,39,1,270,90,
0,46,39,1,270,90,
0,5,40,1,270,90,
0,46,40,1,270,90,
0,5,41,1,270,0,90
0,6,41,1,180,0,
0,7,41,1,180,0,
0,8,41,1,180,0,
0,9,41,1,180,0,
0,10,41,1,180,0,
0,11,41,1,180,0,
0,12,41,1,180,0,
0,13,41,1,180,0,
0,14,41,1,180,0,
0,15,41,1,180,0,
0,16,41,1,180,0,
0,17,41,1,180,0,
0,18,41,1,180,0,
0,19,41,1,180,0,
0,20,41,1,180,0,
0,21,41,1,180,0,
0,22,41,1,180,0,
0,23,41,1,180,0,
0,24,41,1,180,0,
0,25,41,1,180,0,
0,26,41,1,180,0,
0,27,41,1,180,0,
0,28,41,1,180,0,
0,29,41,1,180,0,
0,30,41,1,180,0,
0,31,41,1,180,0,
0,32,41,1,180,0,
0,33,41,1,180,0,
0,34,41,1,180,0,
0,35,41,1,180,0,
0,36,41,1,180,0,
0,37,41,1,180,0,
0,38,41,1,180,0,
0,39,41,1,180,0,90
0,40,41,1,180,0,
0,41,41,1,180,0,
0,42,41,1,180,0,
0,43,41,1,180,0,
0,44,41,1,180,0,
0,45,41,1,180,0,
0,46,41,1,270,180,90
0,5,42,1,270,90,
0,39,42,1,270,90,
0,46,42,1,270,90,
0,5,43,1,270,90,
0,32,43,1,0,90,
0,33,43,1,180,0,
0,34,43,1,180,0,
0,35,43,1,180,0,
0,36,43,1,180,0,
0,37,43,1,180,0,
0,38,43,1,180,0,
0,39,43,1,270,180,
0,46,43,1,270,90,
0,5,44,1,270,90,
0,32,44,1,270,90,
0,46,44,1,270,90,
0,5,45,1,270,90,
0,32,45,1,270,,
0,46,45,1,270,90,
0,5,46,1,270,90,
0,46,46,1,270,90,
0,5,47,1,270,90,
0,46,47,1,270,90,
0,5,48,1,270,90,
0,46,48,1,270,90,
0,5,49,1,270,90,
0,46,49,1,270,90,
0,5,50,1,270,90,
0,46,50,1,270,90,
0,5,51,1,270,90,
0,46,51,1,270,90,
0,5,52,1,270,90,
0,46,52,1,270,90,
0,5,53,1,270,90,
0,46,53,1,270,90,
0,5,54,1,270,90,
0,41,54,1,0,90,
0,42,54,1,180,0,
0,43,54,1,180,0,
0,44,54,1,180,0,
0,45,54,1,180,0,
0,46,54,1,270,180,90
0,5,55,1,270,90,
0,41,55,1,270,90,
0,46,55,1,270,90,
0,5,56,1,270,90,
0,41,56,1,270,90,
0,46,56,1,270,90,
0,5,57,1,270,90,
0,41,57,1,270,90,
0,46,57,1,270,90,
0,5,58,1,270,90,
0,41,58,1,270,,
0,46,58,1,270,90,
0,5,59,1,270,90,
0,46,59,1,270,90,
0,5,60,1,270,90,
0,46,60,1,270,90,
0,5,61,1,270,90,
0,46,61,1,270,90,
0,5,62,1,270,90,
0,46,62,1,270,90,
0,5,63,1,270,90,
0,46,63,1,270,90,
0,5,64,1,270,90,
0,46,64,1,270,90,
0,5,65,1,270,90,
0,46,65,1,270,90,
0,5,66,1,270,90,
0,46,66,1,270,90,
0,5,67,1,270,0,90
0,6,67,1,180,0,
0,7,67,1,180,0,
0,8,67,1,180,0,
0,9,67,1,180,90,
0,46,67,1,270,90,
0,5,68,1,270,90,
0,9,68,1,270,90,
0,46,68,1,270,90,
0,5,69,1,270,90,
0,9,69,1,270,0,
0,10,69,1,180,0,
0,11,69,1,180,0,
0,12,69,1,180,0,
0,13,69,1,180,0,
0,14,69,1,180,0,
0,15,69,1,180,0,
0,16,69,1,180,0,
0,17,69,1,180,0,
0,18,69,1,180,0,
0,19,69,1,180,,
0,46,69,1,270,90,
0,5,70,1,270,90,
0,46,70,1,270,90,
0,5,71,1,270,90,
0,46,71,1,270,90,
0,5,72,1,270,90,
0,46,72,1,270,90,
0,5,73,1,270,90,
0,46,73,1,270,90,
0,5,74,1,270,0,
0,6,74,1,180,0,
0,7,74,1,180,0,
0,8,74,1,180,0,
0,9,74,1,180,0,
0,10,74,1,180,0,
0,11,74,1,180,0,
0,12,74,1,180,0,
0,13,74,1,180,0,
0,14,74,1,180,0,
0,15,74,1,180,0,
0,16,74,1,180,0,
0,17,74,1,180,0,
0,18,74,1,180,0,
0,19,74,1,180,0,
0,20,74,1,180,0,
0,21,74,1,180,0,
0,22,74,1,180,0,
0,23,74,1,180,0,
0,24,74,1,180,0,
0,25,74,1,180,0,
0,26,74,1,180,0,
0,27,74,1,180,0,
0,28,74,1,180,0,
0,29,74,1,180,0,
0,30,74,1,180,0,
0,31,74,1,180,0,
0,32,74,1,180,0,
0,33,74,1,180,0,
0,34,74,1,180,0,
0,35,74,1,180,0,
0,36,74,1,180,0,
0,37,74,1,180,0,
0,38,74,1,180,0,
0,39,74,1,180,0,
0,40,74,1,180,0,
0,41,74,1,180,0,
0,42,74,1,180,0,
0,43,74,1,180,0,
0,44,74,1,180,0,
0,45,74,1,180,0,
0,46,74,1,270,180,
