12,30
13,30
14,30
15,30
16,30
17,30
18,30
19,30
20,30
21,30
22,30
23,30
24,30
12,29
13,29
14,29
15,29
16,29
17,29
18,29
19,29
20,29
21,29
22,29
23,29
24,29
12,28
13,28
14,28
15,28
16,28
17,28
18,28
19,28
20,28
21,28
22,28
23,28
24,28
12,27
13,27
14,27
22,27
23,27
24,27
12,26
13,26
14,26
22,26
23,26
24,26
12,25
13,25
14,25
22,25
23,25
24,25
12,24
13,24
14,24
22,24
23,24
24,24
12,23
13,23
14,23
22,23
23,23
24,23
12,22
13,22
14,22
22,22
23,22
24,22
12,21
13,21
14,21
22,21
23,21
24,21
12,20
13,20
14,20
22,20
23,20
24,20
12,19
13,19
14,19
22,19
23,19
24,19
12,18
13,18
14,18
22,18
23,18
24,18
12,17
13,17
14,17
22,17
23,17
24,17
12,16
13,16
14,16
22,16
23,16
24,16
12,15
13,15
14,15
22,15
23,15
24,15
12,14
13,14
14,14
15,14
16,14
17,14
18,14
19,14
20,14
21,14
22,14
23,14
24,14
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
23,13
24,13
12,12
13,12
14,12
15,12
16,12
17,12
18,12
19,12
20,12
21,12
22,12
23,12
24,12
