0,5,5,1,0,180
0,6,5,1,0,180
0,7,5,1,0,180
0,8,5,1,0,180
0,9,5,1,0,180
0,10,5,1,0,180
0,11,5,1,0,180
0,12,5,1,0,180
0,13,5,1,0,180
0,14,5,1,0,180
0,15,5,1,0,180
0,16,5,1,0,180
0,17,5,1,0,180
0,18,5,1,0,180
0,19,5,1,0,180
0,20,5,1,0,180
0,21,5,1,0,180
0,22,5,1,0,180
0,23,5,1,0,180
0,24,5,1,0,180
0,25,5,1,0,180
0,26,5,1,0,180
0,27,5,1,0,180
0,28,5,1,0,180
0,29,5,1,0,180
0,30,5,1,0,180
0,31,5,1,0,180
0,32,5,1,0,180
0,33,5,1,0,180
0,34,5,1,0,180
0,35,5,1,0,180
0,36,5,1,0,180
0,37,5,1,0,180
0,38,5,1,0,180
0,39,5,1,0,180
0,40,5,1,0,180
0,41,5,1,0,180
0,42,5,1,0,180
0,43,5,1,0,180
0,44,5,1,0,180
0,45,5,1,0,180
0,46,5,1,0,180
0,47,5,1,0,180
0,48,5,1,0,180
0,49,5,1,0,180
0,50,5,1,0,180
0,51,5,1,0,180
0,52,5,1,0,180
0,53,5,1,0,180
0,54,5,1,0,180
0,55,5,1,0,180
0,56,5,1,0,180
0,57,5,1,0,180
0,58,5,1,0,180
0,59,5,1,0,180
0,60,5,1,0,180
0,61,5,1,0,180
0,62,5,1,0,180
0,63,5,1,0,180
0,64,5,1,0,180
0,65,5,1,0,180
0,66,5,1,0,180
0,67,5,1,0,180
0,68,5,1,0,180
0,69,5,1,0,180
0,70,5,1,0,180
0,71,5,1,0,180
0,72,5,1,0,180
0,73,5,1,0,180
0,74,5,1,0,180
0,75,5,1,0,180
0,76,5,1,0,180
0,77,5,1,0,180
0,78,5,1,0,180
0,79,5,1,0,180
0,80,5,1,0,180
0,81,5,1,0,180
0,82,5,1,0,180
0,83,5,1,0,180
0,84,5,1,0,180
0,85,5,1,0,180
0,86,5,1,0,180
0,87,5,1,0,180
0,88,5,1,0,180
0,89,5,1,0,180
0,90,5,1,0,180
0,91,5,1,0,180
0,92,5,1,0,180
0,93,5,1,0,180
0,94,5,1,0,180
0,94,6,1,90,270
0,94,7,1,90,270
0,94,8,1,90,270
0,94,9,1,90,270
0,94,10,1,90,270
0,94,11,1,90,270
0,94,12,1,90,270
0,94,13,1,90,270
0,94,14,1,90,270
0,94,15,1,90,270
0,94,16,1,90,270
0,94,17,1,90,270
0,94,18,1,90,270
0,94,19,1,90,270
0,94,20,1,90,270
0,94,21,1,90,270
0,94,22,1,90,270
0,94,23,1,90,270
0,94,24,1,90,270
0,94,25,1,90,270
0,94,26,1,90,270
0,94,27,1,90,270
0,94,28,1,90,270
0,94,29,1,90,270
0,94,30,1,90,270
0,94,31,1,90,270
0,94,32,1,90,270
0,94,33,1,90,270
0,94,34,1,90,270
0,94,35,1,90,270
0,94,36,1,90,270
0,94,37,1,90,270
0,94,38,1,90,270
0,94,39,1,90,270
0,94,40,1,90,270
0,94,41,1,90,270
0,94,42,1,90,270
0,94,43,1,90,270
0,94,44,1,90,270
0,94,45,1,90,270
0,94,46,1,90,270
0,94,47,1,90,270
0,94,48,1,90,270
0,94,49,1,90,270
0,94,50,1,90,270
0,94,51,1,90,270
0,94,52,1,90,270
0,94,53,1,90,270
0,94,54,1,90,270
0,94,55,1,90,270
0,94,56,1,90,270
0,94,57,1,90,270
0,94,58,1,90,270
0,94,59,1,90,270
0,94,60,1,90,270
0,94,61,1,90,270
0,94,62,1,90,270
0,94,63,1,90,270
0,94,64,1,90,270
0,94,65,1,90,270
0,94,66,1,90,270
0,94,67,1,90,270
0,94,68,1,90,270
0,94,69,1,90,270
0,94,70,1,90,270
0,94,71,1,90,270
0,94,72,1,90,270
0,94,73,1,90,270
0,94,74,1,90,270
0,94,75,1,90,270
0,94,76,1,90,270
0,94,77,1,90,270
0,94,78,1,90,270
0,94,79,1,90,270
0,94,80,1,90,270
0,94,81,1,90,270
0,94,82,1,90,270
0,94,83,1,90,270
0,94,84,1,90,270
0,94,85,1,90,270
0,94,86,1,90,270
0,94,87,1,90,270
0,94,88,1,90,270
0,94,89,1,90,270
0,94,90,1,90,270
0,94,91,1,90,270
0,94,92,1,90,270
0,94,93,1,90,270
0,94,94,1,90,270
0,94,95,1,90,270
0,94,96,1,90,270
0,94,97,1,90,270
0,94,98,1,90,270
0,94,99,1,90,270
0,94,100,1,90,270
0,93,100,1,28,208
