20,20
20,19
20,18
20,17
20,16
20,15
19,15
18,15
17,15
16,15
15,15
14,15
13,15
12,15
11,15
10,15
9,15
8,15
7,15
6,15
6,14
6,13
6,12
6,11
6,10
6,9
6,8
6,7
6,6
7,6
8,6
9,6
10,6
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,6
21,7
21,8
21,9
21,10
21,11
21,12
20,12
19,12
18,12
17,12
16,12
15,12
14,12
13,12
12,12
11,12
